time,T_oa,RH_oa,P_hPa,PUE_AE,PUE_WEC,Zone
2025-01-01 00:00:00,4.66,83.6,1000.02,1.2236875723304044,1.239524326405953,5C
2025-01-01 01:00:00,3.9,88.2,999.64,1.2237086264014008,1.2395226463013647,5C
2025-01-01 02:00:00,3.7,90.4,999.18,1.2237341343346317,1.239538824086344,5C
2025-01-01 03:00:00,3.54,90.8,998.76,1.2237574447072275,1.2395541802779448,5C
2025-01-01 04:00:00,3.52,89.8,998.3399999999999,1.2237807746930942,1.23957309384607,5C
2025-01-01 05:00:00,3.56,91.0,997.8399999999999,1.2238085740929934,1.2395972470680967,5C
2025-01-01 06:00:00,3.58,92.6,997.32,1.2238375150377365,1.239621844691392,5C
2025-01-01 07:00:00,3.54,90.4,996.9200000000001,1.2238597978474848,1.2396393792018072,5C
2025-01-01 08:00:00,3.24,89.2,996.5799999999999,1.2238787522997572,1.2396475482432179,5C
2025-01-01 09:00:00,3.22,89.8,996.5200000000001,1.223882098545733,1.239649825930192,5C
2025-01-01 10:00:00,3.14,92.0,996.76,1.223868715978958,1.2396366595997665,5C
2025-01-01 11:00:00,3.08,92.6,997.1200000000001,1.2238486542078937,1.2396184428991657,5C
2025-01-01 12:00:00,3.02,91.0,997.28,1.2238397425143424,1.2396095059942935,5C
2025-01-01 13:00:00,3.04,93.6,996.96,1.223857568761883,1.2396248474138967,5C
2025-01-01 14:00:00,3.14,93.0,996.9799999999999,1.223856454286157,1.2396264551845584,5C
2025-01-01 15:00:00,3.12,93.2,997.14,1.223847540089798,1.2396185296596947,5C
2025-01-01 16:00:00,3.04,94.4,997.3,1.2238386287537044,1.2396090860412556,5C
2025-01-01 17:00:00,3.3,93.2,997.5799999999999,1.2238230407939152,1.2396027017302031,5C
2025-01-01 18:00:00,4.08,91.0,997.8399999999999,1.2238085740929934,1.2396104187867292,5C
2025-01-01 19:00:00,5.02,87.0,997.96,1.2238018996965296,1.2396286689146396,5C
2025-01-01 20:00:00,5.720000000000001,82.8,997.5799999999999,1.2238230407939152,1.2396640168587427,5C
2025-01-01 21:00:00,6.12,78.4,997.26,1.2238408563196532,1.2396890022394915,5C
2025-01-01 22:00:00,6.16,78.0,997.1,1.223849768370684,1.2396974450994738,5C
