time,T_oa,RH_oa,P_hPa,PUE_AE,PUE_WEC,Zone
2025-01-01 00:00:00,2.12,79.8,992.1,1.2241297184768658,1.239827884552172,5A
2025-01-01 01:00:00,1.98,83.0,992.5600000000001,1.22410384526106,1.2398027993141623,5A
2025-01-01 02:00:00,1.6,83.0,992.28,1.2241195913181693,1.2398062157278302,5A
2025-01-01 03:00:00,1.8,81.0,991.9200000000001,1.2241398493110374,1.2398281568609735,5A
2025-01-01 04:00:00,1.6,81.8,991.5600000000001,1.224160122013812,1.2398399176638066,5A
2025-01-01 05:00:00,1.56,79.8,991.28,1.2241758998515968,1.2398520172795964,5A
2025-01-01 06:00:00,1.44,79.8,990.8,1.224202968320656,1.2398714634349468,5A
2025-01-01 07:00:00,1.54,81.4,990.3,1.2242311925456477,1.239897482587479,5A
2025-01-01 08:00:00,1.68,82.6,990.1600000000001,1.2242391004366897,1.2399076316492819,5A
2025-01-01 09:00:00,1.64,83.8,989.74,1.2242628375327922,1.23992634879811,5A
2025-01-01 10:00:00,1.38,83.6,989.6,1.2242707543756501,1.2399262912297648,5A
2025-01-01 11:00:00,0.9599999999999997,82.6,989.54,1.2242741479940633,1.239918384807856,5A
2025-01-01 12:00:00,0.6199999999999999,79.8,989.8,1.2242594452857183,1.239897481325795,5A
2025-01-01 13:00:00,1.8,81.0,990.7,1.2242086108865204,1.239885339510851,5A
2025-01-01 14:00:00,1.88,82.0,991.18,1.224181536953995,1.2398648646566508,5A
2025-01-01 15:00:00,2.68,76.0,991.8399999999999,1.2241443530843081,1.2398543276778209,5A
2025-01-01 16:00:00,3.42,70.0,992.1200000000001,1.2241285930555423,1.2398600676270695,5A
2025-01-01 17:00:00,3.82,65.2,991.76,1.2241488575841695,1.2398871289508178,5A
2025-01-01 18:00:00,4.18,62.2,991.2,1.224180409442521,1.2399225767707671,5A
2025-01-01 19:00:00,3.98,62.0,990.8799999999999,1.2241984550879725,1.2399325016366132,5A
2025-01-01 20:00:00,3.72,62.2,990.9,1.2241973268936686,1.2399249303143456,5A
2025-01-01 21:00:00,3.02,63.2,991.36,1.2241713909884957,1.2398854920344033,5A
