time,T_oa,RH_oa,P_hPa,PUE_AE,PUE_WEC,Zone
2025-01-01 00:00:00,-6.88,76.0,872.14,1.2320177373689136,1.2459540170202124,7
2025-01-01 01:00:00,-8.1,78.6,871.8399999999999,1.2321211766354259,1.245936734224199,7
2025-01-01 02:00:00,-9.36,79.0,871.0600000000001,1.2322944802168627,1.2459472236719145,7
2025-01-01 03:00:00,-10.36,80.2,870.5,1.2324090124662475,1.245951996597803,7
2025-01-01 04:00:00,-11.22,80.0,870.3399999999999,1.2324969544936493,1.2459366836068155,7
2025-01-01 05:00:00,-11.62,78.6,870.6600000000001,1.2325235195138151,1.2459057597396743,7
2025-01-01 06:00:00,-11.8,77.2,871.0,1.2325298512468892,1.245880037673316,7
2025-01-01 07:00:00,-12.1,76.6,870.9399999999999,1.2325642087122355,1.245874947271948,7
2025-01-01 08:00:00,-12.56,76.2,870.86,1.2326083579330391,1.2458664175614553,7
2025-01-01 09:00:00,-12.86,75.6,871.14,1.2326156826758,1.2458408473865588,7
2025-01-01 10:00:00,-13.34,76.0,871.32,1.2326307365702502,1.2458160885680605,7
2025-01-01 11:00:00,-13.76,76.8,871.2,1.2326590120267658,1.2458111242090668,7
2025-01-01 12:00:00,-14.06,76.6,871.3399999999999,1.2326702899512245,1.2457939997946734,7
2025-01-01 13:00:00,-14.0,77.0,871.4399999999999,1.2326549080033493,1.2457897269063523,7
2025-01-01 14:00:00,-14.02,76.0,871.68,1.2326487842344174,1.2457747205773568,7
2025-01-01 15:00:00,-13.52,73.4,872.5200000000001,1.232582140048685,1.2457387754297082,7
2025-01-01 16:00:00,-11.74,67.6,874.24,1.2324058740387989,1.2456872515223991,7
2025-01-01 17:00:00,-10.16,64.4,875.46,1.2322494780835438,1.245659993128797,7
2025-01-01 18:00:00,-9.24,64.2,875.5,1.2321817881438049,1.245684165367803,7
2025-01-01 19:00:00,-8.74,64.6,875.0200000000001,1.2321719369492283,1.2457272929546104,7
2025-01-01 20:00:00,-8.28,64.6,874.7,1.2321583053171845,1.2457597311620496,7
2025-01-01 21:00:00,-8.24,65.8,874.7,1.2321354631020907,1.245760887010448,7
2025-01-01 22:00:00,-8.36,67.4,874.82,1.2321108359602695,1.2457502365860464,7
2025-01-01 23:00:00,-8.9,70.4,874.6600000000001,1.232120994310283,1.2457442095293303,7
2025-01-02 00:00:00,-9.34,71.0,874.4200000000001,1.232166516042838,1.2457458598299396,7
2025-01-02 01:00:00,-9.14,71.8,874.9399999999999,1.2320995970964284,1.2457205228159334,7
2025-01-02 02:00:00,-9.78,74.4,874.9,1.232118489921699,1.2457044258563892,7
2025-01-02 03:00:00,-10.38,76.2,874.82,1.2321493190154595,1.2456918742486627,7
2025-01-02 04:00:00,-10.56,76.2,875.04,1.2321481452951337,1.2456735261299832,7
2025-01-02 05:00:00,-10.56,75.8,875.3399999999999,1.2321316931250572,1.2456556083517836,7
2025-01-02 06:00:00,-10.36,76.2,875.4799999999999,1.2320995199626883,1.245653025017391,7
2025-01-02 07:00:00,-10.32,77.2,875.6,1.2320736053010917,1.2456470175043024,7
2025-01-02 08:00:00,-10.38,78.0,875.72,1.232058915699827,1.2456381253823419,7
2025-01-02 09:00:00,-10.5,78.0,875.9399999999999,1.2320530688815392,1.2456215409334892,7
2025-01-02 10:00:00,-10.64,78.0,876.22,1.23204444416326,1.2456008126297207,7
2025-01-02 11:00:00,-10.82,78.4,876.3,1.2320482423590775,1.245590854607296,7
2025-01-02 12:00:00,-10.86,78.8,876.64,1.2320215304612676,1.2455694566788709,7
2025-01-02 13:00:00,-10.94,81.2,877.3,1.2319486605169305,1.2455278990806917,7
2025-01-02 14:00:00,-11.08,80.8,877.5799999999999,1.231945386670282,1.2455072327772103,7
2025-01-02 15:00:00,-10.66,79.0,878.1600000000001,1.2318918577335756,1.2454849014028664,7
2025-01-02 16:00:00,-9.819999999999999,75.8,879.1600000000001,1.2317925495248219,1.2454497992189266,7
2025-01-02 17:00:00,-9.0,73.2,879.64,1.231725330819189,1.2454449548216056,7
2025-01-02 18:00:00,-8.059999999999999,71.4,879.64,1.2316697913359398,1.2454719647165122,7
2025-01-02 19:00:00,-7.26,69.2,879.5600000000001,1.2316389736146824,1.2454996907686549,7
2025-01-02 20:00:00,-6.580000000000001,66.8,879.8799999999999,1.2315951272307912,1.245500274052259,7
2025-01-02 21:00:00,-6.48,66.8,880.32,1.2315540050010823,1.2454771010758154,7
2025-01-02 22:00:00,-6.6,67.4,880.72,1.23152560245426,1.2454500020102188,7
2025-01-02 23:00:00,-7.42,70.6,880.8,1.2315404800376522,1.2454217430641437,7
2025-01-03 00:00:00,-8.419999999999998,73.8,880.5799999999999,1.2315962045785434,1.2454060384165133,7
2025-01-03 01:00:00,-8.52,75.8,880.4200000000001,1.2315851389499417,1.2454126199678164,7
2025-01-03 02:00:00,-9.56,78.4,880.2,1.2316570462036245,1.2453957576339316,7
2025-01-03 03:00:00,-10.76,80.2,879.54,1.2317845028376422,1.2454002954383627,7
2025-01-03 04:00:00,-11.32,80.6,879.5,1.2318288597950433,1.2453865671861597,7
2025-01-03 05:00:00,-11.68,78.6,879.8799999999999,1.2318552058978076,1.2453537709771612,7
2025-01-03 06:00:00,-12.02,77.4,879.9799999999999,1.2318885094924326,1.2453381004518587,7
2025-01-03 07:00:00,-12.44,76.4,879.96,1.2319324642545284,1.245327217212979,7
2025-01-03 08:00:00,-12.68,75.4,880.14,1.2319478424777854,1.2453097037756398,7
2025-01-03 09:00:00,-12.96,74.6,880.36,1.2319600470921714,1.245288690994789,7
2025-01-03 10:00:00,-13.4,74.8,880.28,1.2319927888358537,1.2452807735436544,7
2025-01-03 11:00:00,-13.78,75.0,880.04,1.232032541560103,1.2452840101716633,7
2025-01-03 12:00:00,-14.24,75.0,880.0200000000001,1.2320627816726666,1.2452719775845813,7
2025-01-03 13:00:00,-13.62,75.6,880.1200000000001,1.2320101816259723,1.2452838883748556,7
2025-01-03 14:00:00,-13.98,75.0,880.04,1.2320451791803668,1.2452782659975699,7
2025-01-03 15:00:00,-13.74,72.2,880.72,1.2320099799505408,1.24524509332641,7
2025-01-03 16:00:00,-12.16,66.2,882.4799999999999,1.2318512847102054,1.245186934146718,7
2025-01-03 17:00:00,-11.02,62.6,883.68,1.2317368320207438,1.2451492071476098,7
2025-01-03 18:00:00,-10.16,59.2,883.9,1.2317109113190898,1.2451609172782052,7
2025-01-03 19:00:00,-9.559999999999999,58.0,883.6600000000001,1.2317057970205885,1.2451921392427154,7
2025-01-03 20:00:00,-9.180000000000001,57.8,883.54,1.2316918525706742,1.2452100451534867,7
2025-01-03 21:00:00,-9.08,58.4,883.46,1.2316817174389414,1.2452175983109186,7
2025-01-03 22:00:00,-9.4,60.4,883.36,1.2316813099605466,1.2452143089292287,7
2025-01-03 23:00:00,-10.46,66.6,882.7,1.2317161142022772,1.2452227036232841,7
2025-01-04 00:00:00,-11.74,70.8,881.74,1.2318213832326175,1.2452424416695238,7
2025-01-04 01:00:00,-11.2,70.4,881.9799999999999,1.231770931519169,1.2452438078228518,7
2025-01-04 02:00:00,-11.48,71.6,881.82,1.2317873611208399,1.2452451901682633,7
2025-01-04 03:00:00,-12.08,74.8,881.3399999999999,1.2318258706285348,1.245256223057479,7
2025-01-04 04:00:00,-12.66,75.8,880.9399999999999,1.2318840998621972,1.2452631309938338,7
2025-01-04 05:00:00,-13.2,75.6,880.6,1.2319477796621707,1.2452676586514935,7
2025-01-04 06:00:00,-13.74,75.2,880.0799999999999,1.2320250079467479,1.245282800487888,7
2025-01-04 07:00:00,-14.0,73.6,879.8,1.2320781272925565,1.245291845158341,7
2025-01-04 08:00:00,-13.98,71.2,879.78,1.2321029066628446,1.245293599558921,7
2025-01-04 09:00:00,-14.14,70.2,879.8399999999999,1.2321181241015922,1.245285463856549,7
2025-01-04 10:00:00,-14.18,70.2,879.78,1.2321247938703697,1.2452878536872607,7
2025-01-04 11:00:00,-14.34,70.0,879.46,1.2321592096881167,1.2453021377482492,7
2025-01-04 12:00:00,-14.7,71.2,878.82,1.2322144068647598,1.2453295866476353,7
2025-01-04 13:00:00,-14.92,72.4,878.3,1.232253209116851,1.2453540047219642,7
2025-01-04 14:00:00,-15.34,73.2,877.82,1.2323042615626936,1.2453703241840854,7
2025-01-04 15:00:00,-15.08,71.6,878.04,1.2322886411735874,1.2453647852903875,7
